Subject,Start Date,Start Time,End Date,End Time,Location,Description
Louis le Prince International Short Film Competition (Program 4),13/11/2014,15:30,13/11/2014,17:10,Hyde Park Picture House,"Short Film City presents another year of exceptional short filmmaking at LIFF. The Academy Award qualifying competition is named after Louis Le Prince who captured the very first moving images right here in Leeds in 1888. We've searched high and low to find the very best short films from around the world. More than 30 [...]

http://www.leedsfilm.com/films/louis-le-prince-international-short-film-competition-6-programmes/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Louis le Prince International Short Film Competition (Program 5),14/11/2014,14:00,14/11/2014,15:40,Hyde Park Picture House,"Short Film City presents another year of exceptional short filmmaking at LIFF. The Academy Award qualifying competition is named after Louis Le Prince who captured the very first moving images right here in Leeds in 1888. We've searched high and low to find the very best short films from around the world. More than 30 [...]

http://www.leedsfilm.com/films/louis-le-prince-international-short-film-competition-6-programmes/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Louis le Prince International Short Film Competition (Program 6),14/11/2014,16:00,14/11/2014,17:40,Hyde Park Picture House,"Short Film City presents another year of exceptional short filmmaking at LIFF. The Academy Award qualifying competition is named after Louis Le Prince who captured the very first moving images right here in Leeds in 1888. We've searched high and low to find the very best short films from around the world. More than 30 [...]

http://www.leedsfilm.com/films/louis-le-prince-international-short-film-competition-6-programmes/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Love is Strange,16/11/2014,18:30,16/11/2014,20:04,Leeds Town Hall - Victoria Hall,"Having loved each other for nearly four decades, Ben (John Lithgow) and George (Alfred Molina) finally tie the knot and celebrate their wedding with family and friends. These same wedding guests have to accommodate them when the official recognition of their relationship causes the couple to lose their home. Ira Sach's fifth feature film Love [...]

http://www.leedsfilm.com/films/love-strange/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Love is Strange,18/11/2014,14:30,18/11/2014,16:04,Leeds Town Hall - Victoria Hall,"Having loved each other for nearly four decades, Ben (John Lithgow) and George (Alfred Molina) finally tie the knot and celebrate their wedding with family and friends. These same wedding guests have to accommodate them when the official recognition of their relationship causes the couple to lose their home. Ira Sach's fifth feature film Love [...]

http://www.leedsfilm.com/films/love-strange/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Love Steaks,08/11/2014,19:00,08/11/2014,20:29,Everyman Leeds Trinity,"A little low budget gem full of verve and invention, Love Steaks uses comic improvisation and dynamic camerawork in a spiky indie love story. Clemens starts a new job as a massage therapist in a luxury hotel. He is shy and sensitive and intimidated by the advances of some of his clients. He meets kitchen [...]

http://www.leedsfilm.com/films/love-steaks/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Love Steaks,09/11/2014,19:00,09/11/2014,20:29,Everyman Leeds Trinity,"A little low budget gem full of verve and invention, Love Steaks uses comic improvisation and dynamic camerawork in a spiky indie love story. Clemens starts a new job as a massage therapist in a luxury hotel. He is shy and sensitive and intimidated by the advances of some of his clients. He meets kitchen [...]

http://www.leedsfilm.com/films/love-steaks/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Love Steaks,12/11/2014,21:00,12/11/2014,22:29,Hyde Park Picture House,"A little low budget gem full of verve and invention, Love Steaks uses comic improvisation and dynamic camerawork in a spiky indie love story. Clemens starts a new job as a massage therapist in a luxury hotel. He is shy and sensitive and intimidated by the advances of some of his clients. He meets kitchen [...]

http://www.leedsfilm.com/films/love-steaks/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
M,16/11/2014,20:30,16/11/2014,22:27,Leeds Town Hall - Victoria Hall,"The great Fritz Lang maintained throughout his long and influential career, that the 1931 masterpiece M was his greatest achievement. Taking on the controversial subject of a child murderer, Lang's sensitive and imaginative thriller goes far beyond its many shallow and exploitative imitators. His first foray into sound, Lang's innovations set many of the ground [...]

http://www.leedsfilm.com/films/m/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
M,17/11/2014,15:30,17/11/2014,17:27,Leeds Town Hall - Victoria Hall,"The great Fritz Lang maintained throughout his long and influential career, that the 1931 masterpiece M was his greatest achievement. Taking on the controversial subject of a child murderer, Lang's sensitive and imaginative thriller goes far beyond its many shallow and exploitative imitators. His first foray into sound, Lang's innovations set many of the ground [...]

http://www.leedsfilm.com/films/m/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
